"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2002","2002",58.5,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2003","2003",57.7,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2004","2004",56.3,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2005","2005",55.8,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2006","2006",53.6,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2007","2007",53.4,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2008","2008",52,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2009","2009",50.9,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2010","2010",53,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2011","2011",52.9,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2012","2012",52.8,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2013","2013",50.4,,
"CHE","Switzerland","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2014","2014",50.7,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2000","2000",0.4,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2001","2001",0,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2002","2002",0.1,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2003","2003",0,,
"CHE","Switzerland","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2004","2004",0,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2000","2000",22,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2001","2001",33.8,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2002","2002",33.8,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2003","2003",35.3,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2004","2004",35.1,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2005","2005",35.5,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2006","2006",36.1,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2007","2007",34.5,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2008","2008",36.2,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2009","2009",37.7,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2010","2010",36.9,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2011","2011",36.9,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2012","2012",38.3,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2013","2013",39.2,,
"CHE","Switzerland","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2014","2014",39.9,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2000","2000",46,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2001","2001",46,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2002","2002",46,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2003","2003",46,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2004","2004",45,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2005","2005",45,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2006","2006",45,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2007","2007",46,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2008","2008",46,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2009","2009",47,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2010","2010",48,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2011","2011",48,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2012","2012",50,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2013","2013",51,,
"TUR","Turkey","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2014","2014",31,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2000","2000",0.5,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2001","2001",0.5,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2002","2002",0.5,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2003","2003",0.5,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2004","2004",0.5,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2005","2005",0.5,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2006","2006",0.6,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2007","2007",0.6,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2008","2008",0.6,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2009","2009",0.6,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2010","2010",0.6,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2011","2011",0.6,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2012","2012",0.6,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2013","2013",0.5,,
"TUR","Turkey","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2014","2014",0.9,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2000","2000",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2001","2001",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2002","2002",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2003","2003",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2004","2004",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2005","2005",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2006","2006",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2007","2007",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2008","2008",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2009","2009",1.13,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",1.25,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2011","2011",1.25,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2012","2012",1.25,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2013","2013",1.26,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2014","2014",1.31,,
"TUR","Turkey","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2015","2015",1.32,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2000","2000",20.2,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2001","2001",20.2,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2002","2002",20.2,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2003","2003",20.1,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2004","2004",22.1,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2005","2005",22.1,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2006","2006",22.1,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2007","2007",22.1,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2008","2008",22.2,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2009","2009",26.6,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2010","2010",29.1,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2011","2011",28.9,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2012","2012",29.5,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2013","2013",30.1,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2014","2014",33,,
"TUR","Turkey","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2015","2015",33.8,,
"TUR","Turkey","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2009","2009",4.6,,
"TUR","Turkey","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2010","2010",9.3,,
"TUR","Turkey","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2011","2011",9.2,,
"TUR","Turkey","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2004","2004",2.7,,
"TUR","Turkey","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2008","2008",2.7,,
"TUR","Turkey","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",2.7,,
"TUR","Turkey","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",3.1,,
"TUR","Turkey","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.3,,
"TUR","Turkey","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",0.3,,
"TUR","Turkey","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",0.3,,
"TUR","Turkey","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",0.3,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",0.362,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",0.654,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",0.419,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",0.405,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",0.472,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",0.514,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",0.636,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",0.561,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",0.779,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",0.915,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",1.143,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",1.127,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",0.93,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",1.187,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",1.141,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",1.31,,
"TUR","Turkey","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2016","2016",1.159,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.025,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.026,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.029,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.043,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.079,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.061,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.11,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.107,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.136,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.167,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.259,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.256,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.222,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.316,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.196,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.14,,
"TUR","Turkey","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2016","2016",0.22,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",0.337,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",0.628,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",0.39,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",0.362,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",0.393,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",0.453,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",0.526,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",0.454,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",0.642,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",0.748,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",0.884,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",0.871,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",0.708,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",0.871,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",0.945,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",1.17,,
"TUR","Turkey","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2016","2016",0.939,,
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2006","2006",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2007","2007",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2008","2008",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2009","2009",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2010","2010",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2011","2011",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2012","2012",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2013","2013",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2014","2014",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2015","2015",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2016","2016",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2000","2000",16,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2001","2001",20,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2002","2002",15,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2003","2003",19,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2004","2004",29,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2005","2005",38,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2006","2006",51,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2007","2007",54,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2008","2008",85,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2009","2009",83,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2010","2010",122,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2011","2011",128,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2012","2012",109,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2013","2013",149,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2014","2014",138,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2015","2015",144,,
"TUR","Turkey","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2016","2016",126,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2000","2000",1,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2001","2001",1,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2002","2002",1,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2003","2003",2,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2004","2004",5,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2005","2005",5,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2006","2006",9,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2007","2007",10,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2008","2008",15,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2009","2009",15,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2010","2010",28,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2011","2011",29,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2012","2012",26,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2013","2013",40,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2014","2014",24,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2015","2015",15,,
"TUR","Turkey","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2016","2016",24,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2000","2000",15,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2001","2001",20,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2002","2002",14,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2003","2003",17,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2004","2004",24,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2005","2005",33,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2006","2006",42,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2007","2007",44,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2008","2008",70,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2009","2009",68,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2010","2010",94,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2011","2011",99,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2012","2012",83,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2013","2013",109,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2014","2014",115,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2015","2015",129,,
"TUR","Turkey","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2016","2016",102,,
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2000","2000",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2001","2001",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2002","2002",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2003","2003",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2004","2004",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2005","2005",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2006","2006",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2007","2007",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2008","2008",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2009","2009",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2010","2010",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2011","2011",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2012","2012",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2013","2013",,"M","Missing value; data cannot exist"
"TUR","Turkey","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2014","2014",,"M","Missing value; data cannot exist"
