"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2007","2007",5.67,,
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2008","2008",5.73,,
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2009","2009",5.77,,
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",6.12,,
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2011","2011",5.79,,
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2012","2012",5.8,,
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2013","2013",5.8,,
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2014","2014",5.79,,
"ITA","Italy","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2015","2015",5.69,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2000","2000",66.2,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2001","2001",69,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2002","2002",69.4,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2003","2003",69.9,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2004","2004",70.9,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2005","2005",70.2,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2006","2006",69.2,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2007","2007",70.4,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2008","2008",70.7,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2009","2009",71.2,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2010","2010",66.1,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2011","2011",70,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2012","2012",69.9,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2013","2013",70.1,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2014","2014",70.1,,
"ITA","Italy","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2015","2015",71.4,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2002","2002",12,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2003","2003",12,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2004","2004",12,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2005","2005",16.1,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2007","2007",16.6,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2008","2008",16.4,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2009","2009",16.3,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2010","2010",15.4,,
"ITA","Italy","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2011","2011",20.1,,
"ITA","Italy","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2004","2004",11.9,,
"ITA","Italy","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2008","2008",11.9,,
"ITA","Italy","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",11.9,,
"ITA","Italy","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",11.6,,
"ITA","Italy","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.6,,
"ITA","Italy","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",0.6,,
"ITA","Italy","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",0.6,,
"ITA","Italy","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",0.6,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",0.929,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",0.729,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",0.789,"B","Break"
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",1.029,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",1.135,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",1.302,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",1.505,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",1.329,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",1.237,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",0.722,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",0.511,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",0.527,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",0.459,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",0.441,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",0.552,,
"ITA","Italy","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",0.516,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.367,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.374,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.411,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.532,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.608,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.683,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.579,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.479,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.436,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.362,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.297,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.273,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.263,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.256,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.292,,
"ITA","Italy","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.173,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",0.559,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",0.353,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",0.377,"B","Break"
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",0.494,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",0.523,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",0.615,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",0.922,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",0.849,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",0.8,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",0.359,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",0.211,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",0.252,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",0.193,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",0.177,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",0.238,,
"ITA","Italy","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",0.312,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",0.002,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",0.002,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",0.001,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",0.003,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",0.004,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2005","2005",0.004,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2006","2006",0.004,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2007","2007",0.002,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2008","2008",0.002,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2009","2009",0.002,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2010","2010",0.003,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2011","2011",0.002,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2012","2012",0.003,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2013","2013",0.008,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2014","2014",0.022,,
"ITA","Italy","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2015","2015",0.031,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2000","2000",186,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2001","2001",149,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2002","2002",175,"B","Break"
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2003","2003",282,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2004","2004",354,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2005","2005",416,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2006","2006",503,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2007","2007",501,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2008","2008",503,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2009","2009",267,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2010","2010",183,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2011","2011",202,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2012","2012",160,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2013","2013",156,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2014","2014",196,,
"ITA","Italy","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2015","2015",156,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2000","2000",74,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2001","2001",76,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2002","2002",91,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2003","2003",146,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2004","2004",190,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2005","2005",218,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2006","2006",194,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2007","2007",180,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2008","2008",177,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2009","2009",134,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2010","2010",107,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2011","2011",105,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2012","2012",91,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2013","2013",90,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2014","2014",103,,
"ITA","Italy","IND-INFR-RLINV-PC","Rail infrastructure investment in current USD per inhabitant","2015","2015",52,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2000","2000",112,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2001","2001",72,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2002","2002",84,"B","Break"
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2003","2003",135,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2004","2004",163,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2005","2005",197,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2006","2006",308,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2007","2007",320,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2008","2008",325,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2009","2009",133,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2010","2010",76,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2011","2011",97,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2012","2012",67,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2013","2013",63,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2014","2014",84,,
"ITA","Italy","IND-INFR-RDINV-PC","Road infrastructure investment in current USD per inhabitant","2015","2015",94,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2000","2000",0.5,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2001","2001",0.4,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2002","2002",0.3,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2003","2003",0.7,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2004","2004",1.1,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2005","2005",1.1,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2006","2006",1.2,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2007","2007",0.7,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2008","2008",0.8,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2009","2009",0.6,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2010","2010",0.9,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2011","2011",0.8,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2012","2012",1.1,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2013","2013",3,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2014","2014",7.8,,
"ITA","Italy","IND-INFR-IWINV-PC","Inland waterways infrastructure investment in current USD per inhabitant","2015","2015",9.3,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2000","2000",39.5,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2001","2001",51.3,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2002","2002",52.1,"B","Break"
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2003","2003",51.7,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2004","2004",53.6,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2005","2005",52.5,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2006","2006",38.5,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2007","2007",36,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2008","2008",35.2,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2009","2009",50.1,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2010","2010",58.2,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2011","2011",51.7,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2012","2012",57.3,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2013","2013",58,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2014","2014",52.9,,
"ITA","Italy","IND-INFR-RLINV-SHARE","Share of rail infrastructure investment in total inland transport infrastructure investment","2015","2015",33.6,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2000","2000",60.2,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2001","2001",48.4,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2002","2002",47.8,"B","Break"
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2003","2003",48,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2004","2004",46.1,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2005","2005",47.3,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2006","2006",61.3,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2007","2007",63.9,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2008","2008",64.6,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2009","2009",49.7,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2010","2010",41.3,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2011","2011",47.8,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2012","2012",42,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2013","2013",40.1,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2014","2014",43.1,,
"ITA","Italy","IND-INFR-RDINV-SHARE","Share of road infrastructure investment in total inland transport infrastructure investment","2015","2015",60.5,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2000","2000",0.3,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2001","2001",0.3,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2002","2002",0.2,"B","Break"
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2003","2003",0.2,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2004","2004",0.3,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2005","2005",0.3,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2006","2006",0.2,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2007","2007",0.1,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2008","2008",0.2,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2009","2009",0.2,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2010","2010",0.5,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2011","2011",0.4,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2012","2012",0.7,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2013","2013",1.9,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2014","2014",4,,
"ITA","Italy","IND-INFR-IWINV-SHARE","Share of inland waterways infrastructure investment in total inland transport infrastructure investment","2015","2015",6,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2000","2000",58.4,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2001","2001",54.6,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2002","2002",53.8,"B","Break"
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2003","2003",62.8,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2004","2004",59.8,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2005","2005",57.8,"B","Break"
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2006","2006",48.5,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2007","2007",41.7,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2008","2008",45.2,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2009","2009",51.6,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2010","2010",65.5,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2011","2011",60.1,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2012","2012",69.8,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2013","2013",76.3,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2014","2014",71.2,,
"ITA","Italy","IND-INFR-RDMNT-SHARE","Share of road infrastructure maintenance in total road infrastructure spending","2015","2015",63.8,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2000","2000",320,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2001","2001",321,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2002","2002",323,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2003","2003",324,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2004","2004",326,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2005","2005",327,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2006","2006",328,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2007","2007",329,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2008","2008",330,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2009","2009",331,,
